Date,Description,Amount,Category,PaymentMethod,Location,AccountType,TransactionType,DeviceUsed,Currency,MerchantType,LoyaltyProgram,Weekday,Month,TimeOfDay
10-12-2025,Transaction at A2B,1386.13,Food,Net Banking,Delhi,Credit Card,Debit,Mobile,INR,Restaurant,Yes,Wednesday,December,Morning
26-04-2025,Transaction at Apollo Pharmacy,2891.65,Healthcare,Credit Card,Bangalore,Credit Card,Debit,POS Terminal,INR,Service,Yes,Saturday,April,Evening
13-10-2025,Transaction at Dominos,1249.18,Food,Credit Card,Hyderabad,Credit Card,Debit,POS Terminal,INR,Restaurant,Yes,Monday,October,Morning
04-08-2025,Transaction at More Supermarket,534.64,Grocery,UPI,Hyderabad,Credit Card,Debit,Desktop,INR,Retail,No,Monday,August,Evening
11-12-2025,Transaction at A2B,1005.65,Food,Net Banking,Kolkata,Credit Card,Debit,Desktop,INR,Restaurant,No,Thursday,December,Night
23-12-2025,Transaction at SonyLiv,691.29,Entertainment,Net Banking,Bangalore,Savings,Debit,Desktop,INR,Subscription,Yes,Tuesday,December,Evening
08-12-2025,Transaction at Woodland,3076.37,Clothing,Credit Card,Pune,Credit Card,Debit,Desktop,INR,Retail,No,Monday,December,Morning
08-05-2025,Transaction at Nilgiris,4383.89,Grocery,UPI,Hyderabad,Credit Card,Debit,POS Terminal,INR,Retail,Yes,Thursday,May,Morning
25-05-2025,Transaction at Apollo Hospital,739.48,Healthcare,UPI,Hyderabad,Salary,Debit,Mobile,INR,Service,Yes,Sunday,May,Afternoon
01-07-2025,Transaction at BSNL,5547.68,Bills,Credit Card,Delhi,Salary,Debit,Desktop,INR,Service,No,Tuesday,July,Afternoon
04-12-2025,Transaction at US Polo,1175.37,Clothing,Net Banking,Delhi,Salary,Debit,POS Terminal,INR,Retail,No,Thursday,December,Evening
18-03-2025,Transaction at BSNL,4488.51,Bills,Credit Card,Delhi,Current,Debit,Mobile,INR,Service,No,Tuesday,March,Morning
19-09-2025,Transaction at Nilgiris,2133.83,Grocery,Credit Card,Delhi,Savings,Debit,Desktop,INR,Retail,Yes,Friday,September,Evening
17-03-2025,Transaction at Croma,16594,Electronics,Debit Card,Pune,Savings,Debit,Desktop,INR,Retail,No,Monday,March,Night
24-02-2025,Transaction at CCD,643.22,Food,Credit Card,Chennai,Credit Card,Debit,Mobile,INR,Restaurant,No,Monday,February,Night
18-09-2025,Transaction at Water Board,627.92,Bills,Net Banking,Hyderabad,Salary,Debit,POS Terminal,INR,Service,Yes,Thursday,September,Afternoon
08-05-2025,Transaction at Amazon Prime,829.98,Entertainment,UPI,Kolkata,Salary,Debit,Mobile,INR,Subscription,No,Thursday,May,Morning
24-10-2025,Transaction at BigBazaar,2917.59,Grocery,Net Banking,Chennai,Credit Card,Debit,POS Terminal,INR,Retail,Yes,Friday,October,Afternoon
03-07-2025,Transaction at Apple Store,72953.28,Electronics,Credit Card,Pune,Credit Card,Debit,Desktop,INR,Retail,Yes,Thursday,July,Afternoon
08-05-2025,Transaction at Nykaa,7942.89,Online Shopping,UPI,Kolkata,Credit Card,Debit,Mobile,INR,Online Store,No,Thursday,May,Afternoon
22-05-2025,Transaction at Flipkart,16727.62,Online Shopping,Credit Card,Delhi,Credit Card,Debit,Desktop,INR,Online Store,Yes,Thursday,May,Evening
20-08-2025,Transaction at Tata Cliq,8421.88,Online Shopping,Credit Card,Bangalore,Salary,Debit,Mobile,INR,Online Store,Yes,Wednesday,August,Evening
17-02-2025,Transaction at DMart,2066.03,Grocery,Net Banking,Mumbai,Salary,Debit,Mobile,INR,Retail,Yes,Monday,February,Morning
06-08-2025,Transaction at Air India,20469.36,Travel,UPI,Hyderabad,Current,Debit,POS Terminal,INR,Service,Yes,Wednesday,August,Morning
10-11-2025,Transaction at DMart,789.55,Grocery,Debit Card,Bangalore,Credit Card,Debit,POS Terminal,INR,Retail,Yes,Monday,November,Night
06-05-2025,Transaction at MakeMyTrip,21463,Travel,Debit Card,Chennai,Credit Card,Debit,Desktop,INR,Service,Yes,Tuesday,May,Evening
01-12-2025,Transaction at Taco Bell,522.86,Food,Debit Card,Mumbai,Salary,Debit,Mobile,INR,Restaurant,No,Monday,December,Afternoon
12-03-2025,Transaction at Taco Bell,1104.21,Food,Credit Card,Kolkata,Current,Debit,POS Terminal,INR,Restaurant,Yes,Wednesday,March,Afternoon
20-03-2025,Transaction at SonyLiv,426.4,Entertainment,Debit Card,Pune,Current,Debit,Mobile,INR,Subscription,No,Thursday,March,Morning
02-12-2025,Transaction at McDonalds,498.78,Food,Net Banking,Mumbai,Salary,Debit,POS Terminal,INR,Restaurant,No,Tuesday,December,Afternoon
21-11-2025,Transaction at IRCTC,25964.97,Travel,Debit Card,Hyderabad,Savings,Debit,Desktop,INR,Service,No,Friday,November,Evening
11-12-2025,Transaction at Airtel,5553.49,Bills,Net Banking,Bangalore,Salary,Debit,Desktop,INR,Service,Yes,Thursday,December,Afternoon
06-01-2025,Transaction at Croma,91112.19,Electronics,Debit Card,Hyderabad,Savings,Debit,Desktop,INR,Retail,No,Monday,January,Night
16-01-2025,Transaction at OYO,2990.68,Travel,Credit Card,Mumbai,Savings,Debit,Mobile,INR,Service,Yes,Thursday,January,Morning
22-07-2025,Transaction at Apple Music,631.37,Entertainment,Debit Card,Bangalore,Salary,Debit,POS Terminal,INR,Subscription,Yes,Tuesday,July,Morning
27-10-2025,Transaction at Amazon,11880.24,Online Shopping,Debit Card,Hyderabad,Salary,Debit,Mobile,INR,Online Store,No,Monday,October,Morning
29-01-2025,Transaction at Ajio,4404.16,Online Shopping,Debit Card,Pune,Credit Card,Debit,Desktop,INR,Online Store,No,Wednesday,January,Evening
28-05-2025,Transaction at Cream Stone,328.01,Food,Net Banking,Delhi,Credit Card,Debit,Mobile,INR,Restaurant,No,Wednesday,May,Evening
02-04-2025,Transaction at Aha,138.13,Entertainment,UPI,Pune,Savings,Debit,POS Terminal,INR,Subscription,Yes,Wednesday,April,Night
11-12-2025,Transaction at Ajio,5260.41,Online Shopping,Debit Card,Mumbai,Salary,Debit,Desktop,INR,Online Store,No,Thursday,December,Evening
21-09-2025,Transaction at Nykaa,3257.94,Online Shopping,UPI,Bangalore,Current,Debit,POS Terminal,INR,Online Store,No,Sunday,September,Night
20-09-2025,Transaction at Property Tax Online,2324.43,Bills,Net Banking,Kolkata,Savings,Debit,Desktop,INR,Service,Yes,Saturday,September,Evening
21-02-2025,Transaction at Lenskart,16971.6,Online Shopping,Net Banking,Chennai,Credit Card,Debit,POS Terminal,INR,Online Store,No,Friday,February,Morning
19-05-2025,Transaction at Subway,1222.84,Food,Debit Card,Pune,Credit Card,Debit,Mobile,INR,Restaurant,No,Monday,May,Morning
09-08-2025,Transaction at Apple Music,499.41,Entertainment,Credit Card,Delhi,Current,Debit,POS Terminal,INR,Subscription,No,Saturday,August,Morning
04-10-2025,Transaction at Nilgiris,718.71,Grocery,Credit Card,Kolkata,Credit Card,Debit,POS Terminal,INR,Retail,No,Saturday,October,Afternoon
30-03-2025,Transaction at Pepperfry,5690.16,Online Shopping,Debit Card,Hyderabad,Salary,Debit,Desktop,INR,Online Store,Yes,Sunday,March,Night
18-07-2025,Transaction at Pizza Hut,297.58,Food,Net Banking,Hyderabad,Salary,Debit,POS Terminal,INR,Restaurant,Yes,Friday,July,Afternoon
23-12-2025,Transaction at Yulu Bikes,827.96,Transport,Credit Card,Chennai,Current,Debit,POS Terminal,INR,Service,Yes,Tuesday,December,Night
27-01-2025,Transaction at JioMart,1462.23,Grocery,UPI,Hyderabad,Salary,Debit,Desktop,INR,Retail,Yes,Monday,January,Afternoon
17-04-2025,Transaction at JioMart,3778.41,Grocery,Credit Card,Kolkata,Salary,Debit,Mobile,INR,Retail,No,Thursday,April,Afternoon
28-12-2025,Transaction at TNEB,4438.48,Bills,Debit Card,Pune,Current,Debit,POS Terminal,INR,Service,Yes,Sunday,December,Morning
27-08-2025,Transaction at Booking.com,24831.54,Travel,Net Banking,Pune,Salary,Debit,POS Terminal,INR,Service,No,Wednesday,August,Evening
10-10-2025,Transaction at JioMart,3115.42,Grocery,UPI,Bangalore,Salary,Debit,Mobile,INR,Retail,Yes,Friday,October,Night
09-03-2025,Transaction at Vivo Store,63376.59,Electronics,Net Banking,Chennai,Current,Debit,Desktop,INR,Retail,Yes,Sunday,March,Morning
01-05-2025,Transaction at Snapdeal,18832.83,Online Shopping,Net Banking,Mumbai,Savings,Debit,Desktop,INR,Online Store,Yes,Thursday,May,Morning
12-08-2025,Transaction at Vivo Store,99170.46,Electronics,Debit Card,Pune,Salary,Debit,Mobile,INR,Retail,Yes,Tuesday,August,Evening
19-07-2025,Transaction at H&M,3782.01,Clothing,UPI,Chennai,Savings,Debit,Mobile,INR,Retail,No,Saturday,July,Evening
09-01-2025,Transaction at Pepperfry,3701.78,Online Shopping,Net Banking,Pune,Savings,Debit,Mobile,INR,Online Store,Yes,Thursday,January,Morning
21-06-2025,Transaction at Netmeds,19357.71,Healthcare,Net Banking,Kolkata,Savings,Debit,POS Terminal,INR,Service,No,Saturday,June,Morning
03-11-2025,Transaction at Burger King,212.43,Food,Credit Card,Chennai,Salary,Debit,Mobile,INR,Restaurant,Yes,Monday,November,Afternoon
10-03-2025,Transaction at TSRTC,751.02,Transport,Net Banking,Mumbai,Savings,Debit,POS Terminal,INR,Service,Yes,Monday,March,Morning
15-04-2025,Transaction at Boat Lifestyle,68623.3,Electronics,Credit Card,Chennai,Credit Card,Debit,POS Terminal,INR,Retail,No,Tuesday,April,Morning
16-11-2025,Transaction at Pantaloons,5357.58,Clothing,UPI,Bangalore,Savings,Debit,Mobile,INR,Retail,No,Sunday,November,Evening
27-12-2025,Transaction at Saravana Bhavan,483.23,Food,Credit Card,Kolkata,Salary,Debit,Mobile,INR,Restaurant,Yes,Saturday,December,Night
09-06-2025,Transaction at Flipkart,4825.61,Online Shopping,Credit Card,Chennai,Credit Card,Debit,Desktop,INR,Online Store,Yes,Monday,June,Afternoon
05-03-2025,Transaction at Nilgiris,4807.08,Grocery,Credit Card,Bangalore,Salary,Debit,Mobile,INR,Retail,Yes,Wednesday,March,Evening
04-10-2025,Transaction at Tata Cliq,11378.25,Online Shopping,Debit Card,Hyderabad,Salary,Debit,Mobile,INR,Online Store,No,Saturday,October,Evening
18-05-2025,Transaction at Airtel,969.68,Bills,Net Banking,Mumbai,Savings,Debit,Desktop,INR,Service,Yes,Sunday,May,Morning
07-08-2025,Transaction at Burger King,512.89,Food,UPI,Mumbai,Credit Card,Debit,Mobile,INR,Restaurant,Yes,Thursday,August,Afternoon
26-12-2025,Transaction at PharmEasy,1171.38,Healthcare,Credit Card,Kolkata,Current,Debit,Mobile,INR,Service,Yes,Friday,December,Afternoon
10-11-2025,Transaction at Pepperfry,18994.29,Online Shopping,Net Banking,Hyderabad,Current,Debit,Desktop,INR,Online Store,No,Monday,November,Afternoon
17-02-2025,Transaction at Samsung Store,70919.57,Electronics,Credit Card,Chennai,Credit Card,Debit,Mobile,INR,Retail,Yes,Monday,February,Morning
12-08-2025,Transaction at Dominos,659.55,Food,UPI,Kolkata,Savings,Debit,POS Terminal,INR,Restaurant,No,Tuesday,August,Evening
04-12-2025,Transaction at Zee5,603.26,Entertainment,Net Banking,Bangalore,Credit Card,Debit,Mobile,INR,Subscription,No,Thursday,December,Evening
19-12-2025,Transaction at OYO,5912.56,Travel,Net Banking,Delhi,Credit Card,Debit,POS Terminal,INR,Service,No,Friday,December,Night
25-10-2025,Transaction at Saravana Bhavan,1336.94,Food,Net Banking,Pune,Credit Card,Debit,POS Terminal,INR,Restaurant,Yes,Saturday,October,Evening
12-10-2025,Transaction at Allen Solly,3047.62,Clothing,UPI,Mumbai,Current,Debit,Desktop,INR,Retail,Yes,Sunday,October,Evening
26-08-2025,Transaction at IndiGo,3983.34,Travel,Credit Card,Chennai,Savings,Debit,Desktop,INR,Service,Yes,Tuesday,August,Afternoon
03-02-2025,Transaction at ACT Fibernet,3168.23,Bills,Credit Card,Delhi,Salary,Debit,Mobile,INR,Service,Yes,Monday,February,Morning
14-07-2025,Transaction at HP World,108452.24,Electronics,UPI,Chennai,Salary,Debit,Desktop,INR,Retail,Yes,Monday,July,Evening
31-01-2025,Transaction at Yulu Bikes,1727.78,Transport,Debit Card,Kolkata,Savings,Debit,Mobile,INR,Service,No,Friday,January,Afternoon
03-03-2025,Transaction at BMTC,275.5,Transport,Net Banking,Pune,Savings,Debit,Desktop,INR,Service,Yes,Monday,March,Afternoon
27-12-2025,Transaction at More Supermarket,857.34,Grocery,Debit Card,Hyderabad,Salary,Debit,Desktop,INR,Retail,Yes,Saturday,December,Morning
09-06-2025,Transaction at Dominos,1236.4,Food,Debit Card,Mumbai,Salary,Debit,Mobile,INR,Restaurant,Yes,Monday,June,Night
23-12-2025,Transaction at Rapido,649.59,Transport,Credit Card,Kolkata,Savings,Debit,POS Terminal,INR,Service,No,Tuesday,December,Morning
25-11-2025,Transaction at Pepperfry,19791.74,Online Shopping,Credit Card,Bangalore,Current,Debit,Mobile,INR,Online Store,Yes,Tuesday,November,Evening
25-10-2025,Transaction at AirAsia,29817.3,Travel,UPI,Hyderabad,Current,Debit,POS Terminal,INR,Service,Yes,Saturday,October,Afternoon
14-06-2025,Transaction at SonyLiv,155.59,Entertainment,UPI,Delhi,Current,Debit,POS Terminal,INR,Subscription,No,Saturday,June,Evening
05-08-2025,Transaction at CloudNine,13087.49,Healthcare,Debit Card,Chennai,Credit Card,Debit,Desktop,INR,Service,Yes,Tuesday,August,Evening
18-02-2025,Transaction at Reliance Fresh,4718.87,Grocery,Net Banking,Bangalore,Current,Debit,Desktop,INR,Retail,Yes,Tuesday,February,Morning
14-03-2025,Transaction at MakeMyTrip,10106.87,Travel,Debit Card,Pune,Current,Debit,Desktop,INR,Service,Yes,Friday,March,Night
08-01-2025,Transaction at Biba,5125.54,Clothing,UPI,Hyderabad,Savings,Debit,Mobile,INR,Retail,Yes,Wednesday,January,Evening
11-06-2025,Transaction at More Supermarket,2111.08,Grocery,Net Banking,Delhi,Savings,Debit,Desktop,INR,Retail,Yes,Wednesday,June,Morning
22-11-2025,Transaction at Adidas,5570.73,Clothing,UPI,Hyderabad,Savings,Debit,POS Terminal,INR,Retail,Yes,Saturday,November,Afternoon
04-02-2025,Transaction at IndiGo,25679.52,Travel,UPI,Mumbai,Credit Card,Debit,POS Terminal,INR,Service,No,Tuesday,February,Evening
29-01-2025,Transaction at BSNL,613.3,Bills,Net Banking,Delhi,Savings,Debit,POS Terminal,INR,Service,Yes,Wednesday,January,Night
26-09-2025,Transaction at Hotstar,957.14,Entertainment,UPI,Bangalore,Savings,Debit,POS Terminal,INR,Subscription,Yes,Friday,September,Night
02-09-2025,Transaction at Myntra,7073.38,Online Shopping,UPI,Pune,Savings,Debit,POS Terminal,INR,Online Store,Yes,Tuesday,September,Night
07-10-2025,Transaction at Yulu Bikes,391.78,Transport,Credit Card,Kolkata,Current,Debit,Mobile,INR,Service,Yes,Tuesday,October,Evening
23-04-2025,Transaction at Apollo Hospital,15832.68,Healthcare,Debit Card,Mumbai,Current,Debit,POS Terminal,INR,Service,No,Wednesday,April,Night
11-11-2025,Transaction at Aha,99.83,Entertainment,Debit Card,Chennai,Current,Debit,Mobile,INR,Subscription,No,Tuesday,November,Night
27-12-2025,Transaction at Gaana,616.47,Entertainment,Debit Card,Delhi,Salary,Debit,Mobile,INR,Subscription,No,Saturday,December,Evening
01-03-2025,Transaction at BigBazaar,4644.64,Grocery,Debit Card,Hyderabad,Salary,Debit,Desktop,INR,Retail,No,Saturday,March,Night
25-09-2025,Transaction at Vodafone Idea,2179.98,Bills,Debit Card,Mumbai,Savings,Debit,Desktop,INR,Service,No,Thursday,September,Afternoon
26-02-2025,Transaction at Amazon Prime,501.86,Entertainment,Credit Card,Delhi,Current,Debit,Mobile,INR,Subscription,No,Wednesday,February,Evening
01-07-2025,Transaction at Snapdeal,11676.07,Online Shopping,Net Banking,Pune,Credit Card,Debit,POS Terminal,INR,Online Store,No,Tuesday,July,Night
27-05-2025,Transaction at Vistara,11372.87,Travel,Credit Card,Kolkata,Credit Card,Debit,Desktop,INR,Service,Yes,Tuesday,May,Evening
20-03-2025,Transaction at Ajio,16290.41,Online Shopping,Credit Card,Kolkata,Current,Debit,Desktop,INR,Online Store,No,Thursday,March,Evening
19-01-2025,Transaction at Meru Cabs,918.39,Transport,Debit Card,Kolkata,Credit Card,Debit,Desktop,INR,Service,Yes,Sunday,January,Night
05-06-2025,Transaction at Amazon Prime,927.43,Entertainment,UPI,Mumbai,Salary,Debit,Desktop,INR,Subscription,Yes,Thursday,June,Evening
30-04-2025,Transaction at IndiGo,4190.37,Travel,UPI,Hyderabad,Savings,Debit,Desktop,INR,Service,Yes,Wednesday,April,Morning
23-05-2025,Transaction at Meesho,669.3,Online Shopping,Debit Card,Hyderabad,Savings,Debit,POS Terminal,INR,Online Store,No,Friday,May,Night
02-07-2025,Transaction at Amazon Prime,750.88,Entertainment,Debit Card,Chennai,Savings,Debit,Mobile,INR,Subscription,Yes,Wednesday,July,Morning
21-09-2025,Transaction at YouTube Premium,180.49,Entertainment,Credit Card,Hyderabad,Credit Card,Debit,POS Terminal,INR,Subscription,No,Sunday,September,Evening
17-01-2025,Transaction at PharmEasy,8062.42,Healthcare,UPI,Bangalore,Salary,Debit,Desktop,INR,Service,Yes,Friday,January,Morning
21-09-2025,Transaction at Flipkart,3324.83,Online Shopping,UPI,Chennai,Salary,Debit,POS Terminal,INR,Online Store,Yes,Sunday,September,Night
29-10-2025,Transaction at Taco Bell,633.56,Food,Credit Card,Chennai,Savings,Debit,Mobile,INR,Restaurant,No,Wednesday,October,Evening
09-09-2025,Transaction at Yatra,1308.81,Travel,Credit Card,Bangalore,Current,Debit,Mobile,INR,Service,Yes,Tuesday,September,Afternoon
26-12-2025,Transaction at Netmeds,4422.02,Healthcare,Credit Card,Bangalore,Current,Debit,Mobile,INR,Service,No,Friday,December,Afternoon
02-06-2025,Transaction at Nature's Basket,2644.27,Grocery,Net Banking,Hyderabad,Salary,Debit,Desktop,INR,Retail,No,Monday,June,Night
08-11-2025,Transaction at AirAsia,19294.43,Travel,Credit Card,Delhi,Credit Card,Debit,Mobile,INR,Service,No,Saturday,November,Afternoon
17-06-2025,Transaction at Saravana Bhavan,242,Food,Debit Card,Hyderabad,Salary,Debit,Desktop,INR,Restaurant,Yes,Tuesday,June,Night
26-05-2025,Transaction at Subway,1109.76,Food,Debit Card,Chennai,Current,Debit,POS Terminal,INR,Restaurant,Yes,Monday,May,Morning
27-01-2025,Transaction at IndiGo,4228.14,Travel,Credit Card,Kolkata,Credit Card,Debit,Desktop,INR,Service,Yes,Monday,January,Morning
24-09-2025,Transaction at Mi Store,142587.66,Electronics,UPI,Kolkata,Savings,Debit,POS Terminal,INR,Retail,Yes,Wednesday,September,Morning
22-09-2025,Transaction at Adidas,3705.34,Clothing,Net Banking,Bangalore,Credit Card,Debit,POS Terminal,INR,Retail,Yes,Monday,September,Night
23-07-2025,Transaction at SonyLiv,151.86,Entertainment,Net Banking,Delhi,Credit Card,Debit,Desktop,INR,Subscription,No,Wednesday,July,Morning
06-11-2025,Transaction at Flipkart,10972.07,Online Shopping,Net Banking,Kolkata,Credit Card,Debit,Mobile,INR,Online Store,No,Thursday,November,Evening
30-11-2025,Transaction at RedBus,470.1,Transport,Net Banking,Chennai,Credit Card,Debit,Mobile,INR,Service,Yes,Sunday,November,Night
26-04-2025,Transaction at MedPlus,13032.47,Healthcare,Debit Card,Mumbai,Credit Card,Debit,Desktop,INR,Service,No,Saturday,April,Morning
01-11-2025,Transaction at YouTube Premium,758.92,Entertainment,Credit Card,Bangalore,Savings,Debit,Mobile,INR,Subscription,No,Saturday,November,Morning
29-05-2025,Transaction at Tata Cliq,14037.3,Online Shopping,Credit Card,Mumbai,Salary,Debit,POS Terminal,INR,Online Store,No,Thursday,May,Morning
02-01-2025,Transaction at IndiGo,1310.56,Travel,Net Banking,Chennai,Savings,Debit,Mobile,INR,Service,Yes,Thursday,January,Night
31-03-2025,Transaction at Pepperfry,13619.07,Online Shopping,Debit Card,Mumbai,Savings,Debit,POS Terminal,INR,Online Store,Yes,Monday,March,Afternoon
23-11-2025,Transaction at TSRTC,911.19,Transport,Debit Card,Delhi,Salary,Debit,Mobile,INR,Service,No,Sunday,November,Morning
01-10-2025,Transaction at Myntra,4060.4,Online Shopping,Credit Card,Delhi,Savings,Debit,POS Terminal,INR,Online Store,No,Wednesday,October,Afternoon
24-07-2025,Transaction at AirAsia,14670.27,Travel,UPI,Pune,Salary,Debit,Desktop,INR,Service,No,Thursday,July,Afternoon
16-09-2025,Transaction at Levis,6362.18,Clothing,Credit Card,Hyderabad,Credit Card,Debit,POS Terminal,INR,Retail,Yes,Tuesday,September,Night
09-08-2025,Transaction at RedBus,1726.39,Transport,Credit Card,Kolkata,Current,Debit,POS Terminal,INR,Service,Yes,Saturday,August,Afternoon
09-06-2025,Transaction at PharmEasy,1503.4,Healthcare,Net Banking,Kolkata,Credit Card,Debit,POS Terminal,INR,Service,Yes,Monday,June,Morning
19-10-2025,Transaction at Pantaloons,4013.75,Clothing,UPI,Bangalore,Credit Card,Debit,Mobile,INR,Retail,No,Sunday,October,Afternoon
31-10-2025,Transaction at Amazon Prime,948.58,Entertainment,Credit Card,Delhi,Current,Debit,Desktop,INR,Subscription,No,Friday,October,Night
28-01-2025,Transaction at MakeMyTrip,18182.37,Travel,Credit Card,Delhi,Current,Debit,Mobile,INR,Service,Yes,Tuesday,January,Afternoon
13-12-2025,Transaction at Nature's Basket,3951.44,Grocery,Net Banking,Delhi,Current,Debit,Desktop,INR,Retail,No,Saturday,December,Morning
22-08-2025,Transaction at Netflix,318.35,Entertainment,Credit Card,Kolkata,Savings,Debit,Mobile,INR,Subscription,No,Friday,August,Evening
11-06-2025,Transaction at RedBus,1337.91,Transport,Credit Card,Kolkata,Savings,Debit,Desktop,INR,Service,No,Wednesday,June,Afternoon
25-07-2025,Transaction at Netflix,411.54,Entertainment,Credit Card,Hyderabad,Savings,Debit,Mobile,INR,Subscription,No,Friday,July,Night
16-07-2025,Transaction at Dominos,1173.15,Food,Debit Card,Chennai,Savings,Debit,POS Terminal,INR,Restaurant,No,Wednesday,July,Evening
07-01-2025,Transaction at 1mg,5915.31,Healthcare,Credit Card,Kolkata,Savings,Debit,POS Terminal,INR,Service,No,Tuesday,January,Afternoon
25-09-2025,Transaction at RedBus,647.8,Transport,Credit Card,Pune,Current,Debit,Mobile,INR,Service,Yes,Thursday,September,Afternoon
01-03-2025,Transaction at KFC,1391.99,Food,Debit Card,Delhi,Salary,Debit,POS Terminal,INR,Restaurant,Yes,Saturday,March,Afternoon
16-06-2025,Transaction at KFC,716.57,Food,Credit Card,Delhi,Savings,Debit,Desktop,INR,Restaurant,No,Monday,June,Evening
23-06-2025,Transaction at Asus Store,51012.52,Electronics,Credit Card,Pune,Salary,Debit,POS Terminal,INR,Retail,No,Monday,June,Night
23-06-2025,Transaction at CCD,647.45,Food,Credit Card,Delhi,Salary,Debit,POS Terminal,INR,Restaurant,No,Monday,June,Morning
24-03-2025,Transaction at Tata Cliq,1790.8,Online Shopping,Credit Card,Pune,Salary,Debit,Desktop,INR,Online Store,No,Monday,March,Afternoon
28-12-2025,Transaction at IRCTC,11938.91,Travel,UPI,Bangalore,Savings,Debit,Mobile,INR,Service,Yes,Sunday,December,Afternoon
04-09-2025,Transaction at A2B,923.34,Food,Credit Card,Bangalore,Credit Card,Debit,POS Terminal,INR,Restaurant,No,Thursday,September,Evening
19-07-2025,Transaction at BSNL,2466.57,Bills,Net Banking,Mumbai,Current,Debit,POS Terminal,INR,Service,Yes,Saturday,July,Afternoon
01-08-2025,Transaction at MakeMyTrip,711.42,Travel,Debit Card,Hyderabad,Credit Card,Debit,POS Terminal,INR,Service,Yes,Friday,August,Night
12-07-2025,Transaction at Gas Agency,3114.58,Bills,Net Banking,Hyderabad,Current,Debit,Mobile,INR,Service,No,Saturday,July,Morning
30-10-2025,Transaction at Nykaa,5289.31,Online Shopping,Net Banking,Delhi,Savings,Debit,POS Terminal,INR,Online Store,No,Thursday,October,Evening
14-12-2025,Transaction at Aha,575.62,Entertainment,Net Banking,Chennai,Current,Debit,Mobile,INR,Subscription,No,Sunday,December,Evening
01-03-2025,Transaction at Star Bazaar,2596.25,Grocery,Debit Card,Bangalore,Salary,Debit,POS Terminal,INR,Retail,No,Saturday,March,Afternoon
23-05-2025,Transaction at Apple Music,463.83,Entertainment,Net Banking,Mumbai,Salary,Debit,Mobile,INR,Subscription,No,Friday,May,Morning
26-02-2025,Transaction at Zara,7724.55,Clothing,UPI,Bangalore,Credit Card,Debit,Desktop,INR,Retail,Yes,Wednesday,February,Evening
10-08-2025,Transaction at Yulu Bikes,497.37,Transport,Net Banking,Pune,Credit Card,Debit,Desktop,INR,Service,No,Sunday,August,Afternoon
08-12-2025,Transaction at A2B,533.28,Food,Net Banking,Kolkata,Salary,Debit,POS Terminal,INR,Restaurant,No,Monday,December,Evening
22-04-2025,Transaction at TNEB,3094.6,Bills,Debit Card,Bangalore,Current,Debit,POS Terminal,INR,Service,No,Tuesday,April,Afternoon
16-01-2025,Transaction at Amazon,16163.41,Online Shopping,Debit Card,Kolkata,Credit Card,Debit,Mobile,INR,Online Store,No,Thursday,January,Evening
08-03-2025,Transaction at IRCTC,28156.44,Travel,UPI,Pune,Savings,Debit,POS Terminal,INR,Service,No,Saturday,March,Morning
12-06-2025,Transaction at Uber,858.21,Transport,Net Banking,Mumbai,Salary,Debit,Mobile,INR,Service,No,Thursday,June,Afternoon
25-07-2025,Transaction at Boat Lifestyle,41879.08,Electronics,Credit Card,Chennai,Credit Card,Debit,Desktop,INR,Retail,Yes,Friday,July,Evening
29-04-2025,Transaction at Apollo Pharmacy,17508.96,Healthcare,Credit Card,Chennai,Current,Debit,Desktop,INR,Service,Yes,Tuesday,April,Morning
28-02-2025,Transaction at Dell Exclusive,44535.67,Electronics,Credit Card,Pune,Current,Debit,Desktop,INR,Retail,No,Friday,February,Morning
12-06-2025,Transaction at Burger King,1482.48,Food,Credit Card,Bangalore,Current,Debit,POS Terminal,INR,Restaurant,No,Thursday,June,Night
08-12-2025,Transaction at Apollo Pharmacy,5179.58,Healthcare,UPI,Pune,Current,Debit,POS Terminal,INR,Service,Yes,Monday,December,Evening
15-05-2025,Transaction at JioMart,3888.14,Grocery,Credit Card,Hyderabad,Credit Card,Debit,Desktop,INR,Retail,No,Thursday,May,Morning
30-06-2025,Transaction at Taco Bell,485.5,Food,Credit Card,Chennai,Credit Card,Debit,Desktop,INR,Restaurant,Yes,Monday,June,Morning
12-03-2025,Transaction at MakeMyTrip,17031.73,Travel,Net Banking,Pune,Salary,Debit,Mobile,INR,Service,No,Wednesday,March,Night
16-07-2025,Transaction at Reliance Fresh,3531.18,Grocery,Debit Card,Kolkata,Credit Card,Debit,POS Terminal,INR,Retail,No,Wednesday,July,Night
20-04-2025,Transaction at TNEB,5773.77,Bills,Debit Card,Kolkata,Credit Card,Debit,Desktop,INR,Service,Yes,Sunday,April,Afternoon
09-09-2025,Transaction at Yatra,15370.31,Travel,Net Banking,Hyderabad,Salary,Debit,Desktop,INR,Service,No,Tuesday,September,Afternoon
20-03-2025,Transaction at Max Fashion,7865.01,Clothing,UPI,Kolkata,Current,Debit,POS Terminal,INR,Retail,No,Thursday,March,Evening
07-03-2025,Transaction at Gaana,771.64,Entertainment,UPI,Mumbai,Savings,Debit,Mobile,INR,Subscription,No,Friday,March,Evening
13-11-2025,Transaction at Croma,86050.58,Electronics,UPI,Delhi,Savings,Debit,Desktop,INR,Retail,No,Thursday,November,Morning
